order_item_id,order_id,product_id,quantity,unit_price,discount_percent,line_total
ITEM-95369A65,ORD-ADA31BDD,PROD-FF175AE2,1,213.32,0.0,213.32
ITEM-0A702F94,ORD-F44637D6,PROD-97FDA2F9,2,205.78,10,370.4
ITEM-CC36A793,ORD-F44637D6,PROD-1513ECFE,1,20.96,0.0,20.96
ITEM-87E49673,ORD-F44637D6,PROD-5354E55C,2,2355.08,20,3768.13
ITEM-52659783,ORD-F44637D6,PROD-0BBDB7EA,2,497.9,0.0,995.8
ITEM-9DCFD15F,ORD-807E09BD,PROD-2D3C47A3,1,290.63,15,247.04
ITEM-7E86D37B,ORD-A148CBDF,PROD-22F90F19,2,1583.32,0.0,3166.64
ITEM-1C56AD48,ORD-A148CBDF,PROD-C9395F2B,2,69.45,0.0,138.9
ITEM-5441C5B7,ORD-A148CBDF,PROD-85FFB6E9,1,56.04,0.0,56.04
ITEM-4612DEE4,ORD-A148CBDF,PROD-B664C69B,4,21.83,0.0,87.32
ITEM-8E8E2508,ORD-C14DD119,PROD-0431A4BE,4,446.81,25,1340.43
ITEM-ED28DB7C,ORD-2A797785,PROD-0BBDB7EA,1,497.9,0.0,497.9
ITEM-196465A0,ORD-0E533B79,PROD-2D3C47A3,1,290.63,0.0,290.63
ITEM-A5FA1557,ORD-0E533B79,PROD-5F07BD72,2,19.25,0.0,38.5
ITEM-6115576E,ORD-0E533B79,PROD-B2780D70,1,90.93,0.0,90.93
ITEM-E87262DB,ORD-ED87C520,PROD-78F57A58,1,67.3,0.0,67.3
ITEM-FE6A893F,ORD-ED87C520,PROD-BDE1F7B5,2,16.76,0.0,33.52
ITEM-404BB2A6,ORD-ED87C520,PROD-97FDA2F9,1,205.78,20,164.62
ITEM-D812FE5A,ORD-8AA7EC79,PROD-E78EF677,1,324.56,20,259.65
ITEM-583B6AD0,ORD-8AA7EC79,PROD-8A15D5AE,4,888.01,0.0,3552.04
ITEM-177C9C84,ORD-8AA7EC79,PROD-A767940F,3,20.09,0.0,60.27
ITEM-9E7B54A8,ORD-0280C310,PROD-59E74AC3,1,59.14,0.0,59.14
ITEM-C16CDE64,ORD-0280C310,PROD-2D3C47A3,2,290.63,20,465.01
ITEM-70F86BC0,ORD-0280C310,PROD-CF197926,2,111.28,25,166.92
ITEM-C7B5DC08,ORD-0280C310,PROD-2A10FCA1,1,20.98,5,19.93
ITEM-C64B8B15,ORD-821787B0,PROD-FF175AE2,1,213.32,0.0,213.32
ITEM-05D40EBA,ORD-821787B0,PROD-9A3C6EF2,1,1198.51,0.0,1198.51
ITEM-08533D4A,ORD-565C23C3,PROD-1513ECFE,4,20.96,25,62.88
ITEM-08FEFD50,ORD-7B72BF2B,PROD-E17CC68E,1,18.26,0.0,18.26
ITEM-1827F454,ORD-47872341,PROD-2E29F89D,3,28.15,20,67.56
ITEM-D8A56EDF,ORD-47872341,PROD-EF018219,1,239.56,0.0,239.56
ITEM-1D2E1D30,ORD-47872341,PROD-7F2B92E1,2,77.24,0.0,154.48
ITEM-C64C8D65,ORD-47872341,PROD-F1C4B800,1,125.2,0.0,125.2
ITEM-873954B1,ORD-47872341,PROD-8A435E17,3,13.21,0.0,39.63
ITEM-31AE1614,ORD-BA7EE394,PROD-5354E55C,4,2355.08,0.0,9420.32
ITEM-F2E88855,ORD-BA7EE394,PROD-66A60E75,2,31.46,0.0,62.92
ITEM-CCDAC691,ORD-BA7EE394,PROD-0B8CB446,1,150.81,0.0,150.81
ITEM-5606065E,ORD-BA7EE394,PROD-E84D44D3,1,322.52,10,290.27
ITEM-57E345CD,ORD-BA7EE394,PROD-F54E29A3,2,1252.78,0.0,2505.56
ITEM-B50ED358,ORD-7F10E6E8,PROD-E0627114,4,51.32,0.0,205.28
ITEM-645AE76E,ORD-1AB0FCF6,PROD-4FA91F9F,1,438.42,0.0,438.42
ITEM-0DBE234B,ORD-1AB0FCF6,PROD-A5AD4138,1,170.39,15,144.83
ITEM-5296ECFC,ORD-1AB0FCF6,PROD-9A3C6EF2,4,1198.51,0.0,4794.04
ITEM-A429FB82,ORD-83FD782F,PROD-5F07BD72,1,19.25,0.0,19.25
ITEM-6C8C8514,ORD-83FD782F,PROD-F0A79D30,1,103.31,0.0,103.31
ITEM-8BEEE2A9,ORD-83FD782F,PROD-F54E29A3,4,1252.78,0.0,5011.12
ITEM-943D84FB,ORD-01EFCD5A,PROD-2987CBBD,1,12.34,0.0,12.34
ITEM-4A227DE9,ORD-01EFCD5A,PROD-DB1E4648,3,68.06,5,193.97
ITEM-28F77511,ORD-549CD7B2,PROD-97FDA2F9,2,205.78,0.0,411.56
ITEM-288172A0,ORD-549CD7B2,PROD-823FA26B,3,280.96,5,800.74
ITEM-F79877E5,ORD-DBCABDF3,PROD-E78EF677,1,324.56,0.0,324.56
ITEM-8280A9D7,ORD-DBCABDF3,PROD-F54E29A3,1,1252.78,0.0,1252.78
ITEM-F3C46207,ORD-DBCABDF3,PROD-78A11418,1,23.93,0.0,23.93
ITEM-79BA00E9,ORD-290EC885,PROD-781224A5,2,48.32,0.0,96.64
ITEM-B387D71A,ORD-AFF1F5B0,PROD-EF018219,2,239.56,0.0,479.12
ITEM-9070DBD3,ORD-BF116AF7,PROD-1F6FDF64,4,126.58,0.0,506.32
ITEM-BFF67BA5,ORD-BF116AF7,PROD-4DD9F3C9,1,62.47,15,53.1
ITEM-83D8E978,ORD-6403F6AD,PROD-DFE64E7E,5,35.45,0.0,177.25
ITEM-CAA6A09B,ORD-6403F6AD,PROD-4FA91F9F,1,438.42,0.0,438.42
ITEM-1FDA7465,ORD-38B4C4AF,PROD-FF175AE2,1,213.32,0.0,213.32
ITEM-A392CEB3,ORD-38B4C4AF,PROD-850C46F3,1,580.04,0.0,580.04
ITEM-ABD1E065,ORD-38B4C4AF,PROD-E306E605,2,1335.92,0.0,2671.84
ITEM-CA98C981,ORD-38B4C4AF,PROD-97FA7D52,2,60.09,10,108.16
ITEM-489D9B06,ORD-38B4C4AF,PROD-A5464934,3,740.63,0.0,2221.89
ITEM-9B217A3A,ORD-EC86CB7F,PROD-D14AB91D,1,529.14,0.0,529.14
ITEM-331789E4,ORD-EC86CB7F,PROD-2A10FCA1,2,20.98,0.0,41.96
ITEM-E83A8E56,ORD-07216292,PROD-2E29F89D,4,28.15,0.0,112.6
ITEM-C7D875C9,ORD-07216292,PROD-7F8AAD4F,4,277.19,0.0,1108.76
ITEM-0F11CA2B,ORD-07216292,PROD-2A10FCA1,1,20.98,0.0,20.98
ITEM-9182E2F1,ORD-07216292,PROD-0431A4BE,1,446.81,20,357.45
ITEM-5514C8BA,ORD-C3E7C2BF,PROD-850C46F3,3,580.04,0.0,1740.12
ITEM-2C9B5A4C,ORD-C3E7C2BF,PROD-88D1702C,2,25.59,0.0,51.18
ITEM-2D84B44C,ORD-C3E7C2BF,PROD-E47C1127,1,17.16,25,12.87
ITEM-2EEA59C6,ORD-C3E7C2BF,PROD-A5464934,1,740.63,0.0,740.63
ITEM-F1690FFE,ORD-20DD2802,PROD-574EA830,1,725.49,0.0,725.49
ITEM-3FCC1DFB,ORD-3DD06CBC,PROD-E84D44D3,2,322.52,0.0,645.04
ITEM-C638185F,ORD-3DD06CBC,PROD-A767940F,1,20.09,0.0,20.09
ITEM-14D444B9,ORD-3DD06CBC,PROD-E47C1127,2,17.16,0.0,34.32
ITEM-0666D6E4,ORD-3DD06CBC,PROD-1E5E1765,3,82.04,0.0,246.12
ITEM-39C90E90,ORD-1EC312E4,PROD-F1C4B800,1,125.2,0.0,125.2
ITEM-B113B92C,ORD-CDC0863A,PROD-EA0B207A,1,64.99,15,55.24
ITEM-0A82BF02,ORD-CDC0863A,PROD-D14AB91D,1,529.14,0.0,529.14
ITEM-7DEF0984,ORD-CDC0863A,PROD-E0627114,2,51.32,0.0,102.64
ITEM-1495C620,ORD-F6FFF085,PROD-F0A79D30,1,103.31,10,92.98
ITEM-A480C696,ORD-F6FFF085,PROD-9190BD15,5,247.74,0.0,1238.7
ITEM-A46025A4,ORD-178034A4,PROD-A957BF8B,1,709.97,0.0,709.97
ITEM-F1548355,ORD-6B762CB7,PROD-084C7CF4,1,152.11,10,136.9
ITEM-774A1F7E,ORD-6B762CB7,PROD-F10DFED1,2,92.53,0.0,185.06
ITEM-33BB994E,ORD-83ADC19A,PROD-97FDA2F9,2,205.78,20,329.25
ITEM-63A875D7,ORD-CC3EB2F8,PROD-574EA830,3,725.49,0.0,2176.47
ITEM-986F3A12,ORD-CC3EB2F8,PROD-CCC8BB44,1,964.89,0.0,964.89
ITEM-90C54EC8,ORD-CC3EB2F8,PROD-9A3C6EF2,2,1198.51,0.0,2397.02
ITEM-033F169E,ORD-6F55EA0C,PROD-F388FC8C,1,87.54,0.0,87.54
ITEM-6F8DD52D,ORD-6F55EA0C,PROD-D6FAEAEA,2,668.63,0.0,1337.26
ITEM-3D37602E,ORD-6F55EA0C,PROD-97FA7D52,4,60.09,0.0,240.36
ITEM-C63744B4,ORD-6F55EA0C,PROD-85FFB6E9,2,56.04,0.0,112.08
ITEM-9D0CF9F4,ORD-1EAAF92A,PROD-2D3C47A3,1,290.63,0.0,290.63
ITEM-5F9651CA,ORD-DB7B05E5,PROD-DB1E4648,3,68.06,0.0,204.18
ITEM-D98EC989,ORD-DB7B05E5,PROD-D294A987,4,58.75,25,176.25
ITEM-2EC69D66,ORD-E3CBEF6C,PROD-8A435E17,4,13.21,0.0,52.84
ITEM-4FCA8944,ORD-E3CBEF6C,PROD-0C7B9E91,1,93.69,0.0,93.69
ITEM-73A2BFF5,ORD-33553D94,PROD-C82F1F58,1,592.19,25,444.14
ITEM-FE241B20,ORD-33553D94,PROD-E306E605,2,1335.92,0.0,2671.84
ITEM-298801B0,ORD-8C3C50B1,PROD-8F93EED1,1,320.43,0.0,320.43
ITEM-EBB66134,ORD-8C3C50B1,PROD-D14AB91D,3,529.14,0.0,1587.42
ITEM-512F61CE,ORD-8C3C50B1,PROD-2B692296,5,57.08,0.0,285.4
ITEM-5F6750E7,ORD-8C3C50B1,PROD-85FFB6E9,1,56.04,0.0,56.04
ITEM-FB1B3541,ORD-97D1EBAD,PROD-17AAC98F,2,44.5,0.0,89.0
ITEM-746FC994,ORD-9C4014D6,PROD-2E29F89D,3,28.15,10,76.0
ITEM-FF07DF5D,ORD-9C4014D6,PROD-2A10FCA1,3,20.98,0.0,62.94
ITEM-69978191,ORD-FE3E1C32,PROD-B04A64B5,4,94.34,0.0,377.36
ITEM-3818D6E0,ORD-FE3E1C32,PROD-67981196,1,193.88,0.0,193.88
ITEM-12E30EB5,ORD-FE3E1C32,PROD-1E5E1765,1,82.04,0.0,82.04
ITEM-1777D5E2,ORD-6CE2D418,PROD-397C46BB,1,20.44,25,15.33
ITEM-96597B0C,ORD-6CE2D418,PROD-E84D44D3,3,322.52,0.0,967.56
ITEM-91CEE3B0,ORD-6CE2D418,PROD-299FD214,1,149.7,0.0,149.7
ITEM-EE627229,ORD-9FB4E089,PROD-8A15D5AE,2,888.01,0.0,1776.02
ITEM-A9649D55,ORD-9FB4E089,PROD-F388FC8C,1,87.54,0.0,87.54
ITEM-76EE4409,ORD-9FB4E089,PROD-29E2831C,3,1170.09,0.0,3510.27
ITEM-D3B43C07,ORD-5D132129,PROD-7C426997,3,68.0,0.0,204.0
ITEM-E5B3A9D2,ORD-CCCEFE4D,PROD-BDE1F7B5,1,16.76,15,14.25
ITEM-497AA7FD,ORD-C1F5C797,PROD-CCC8BB44,2,964.89,0.0,1929.78
ITEM-5877E828,ORD-C1F5C797,PROD-084C7CF4,2,152.11,0.0,304.22
ITEM-6A1243B3,ORD-C1F5C797,PROD-B2780D70,5,90.93,0.0,454.65
ITEM-CA6F9B90,ORD-1341D111,PROD-2B692296,1,57.08,0.0,57.08
ITEM-98A21838,ORD-1341D111,PROD-1C17590D,3,47.28,0.0,141.84
ITEM-CC8C2EDB,ORD-1341D111,PROD-66A60E75,2,31.46,0.0,62.92
ITEM-A4AE81FE,ORD-F5D6BB63,PROD-1C17590D,4,47.28,0.0,189.12
ITEM-3440E0E9,ORD-F5D6BB63,PROD-4104AA70,3,75.09,0.0,225.27
ITEM-380D2972,ORD-F5D6BB63,PROD-8A435E17,1,13.21,0.0,13.21
ITEM-39C6F17B,ORD-D12DA98C,PROD-F388FC8C,2,87.54,0.0,175.08
ITEM-21644027,ORD-D12DA98C,PROD-A957BF8B,1,709.97,5,674.47
ITEM-23ADD49A,ORD-D12DA98C,PROD-1E5E1765,3,82.04,0.0,246.12
ITEM-17BF6C05,ORD-D12DA98C,PROD-4FA91F9F,1,438.42,10,394.58
ITEM-521953AD,ORD-ADF8174D,PROD-66A60E75,1,31.46,15,26.74
ITEM-6F0A5A22,ORD-1F1C9562,PROD-D6FAEAEA,1,668.63,0.0,668.63
ITEM-96B8D632,ORD-1F1C9562,PROD-8A435E17,1,13.21,0.0,13.21
ITEM-DC323C74,ORD-1F1C9562,PROD-38D3278C,2,1451.92,0.0,2903.84
ITEM-84B7C043,ORD-B158B8BB,PROD-D294A987,3,58.75,0.0,176.25
ITEM-AF226D98,ORD-6CAD8441,PROD-A5AD4138,1,170.39,0.0,170.39
ITEM-D12D6F73,ORD-810222C8,PROD-2A10FCA1,1,20.98,0.0,20.98
ITEM-3C75ACCC,ORD-810222C8,PROD-2B692296,1,57.08,0.0,57.08
ITEM-711A4432,ORD-D71CA484,PROD-7F2B92E1,5,77.24,0.0,386.2
ITEM-E7B076AA,ORD-490BAC81,PROD-1E5E1765,1,82.04,0.0,82.04
ITEM-E42EB2DF,ORD-32282E45,PROD-7F8AAD4F,1,277.19,0.0,277.19
ITEM-CE33905D,ORD-92D33F8D,PROD-8594B902,2,212.65,0.0,425.3
ITEM-C7AF0641,ORD-E2F1C3EA,PROD-B2C4B6DA,1,56.21,0.0,56.21
ITEM-869647DF,ORD-E2F1C3EA,PROD-E78EF677,1,324.56,0.0,324.56
ITEM-2A5248AE,ORD-0F294AC5,PROD-397C46BB,1,20.44,0.0,20.44
ITEM-FA4AB43E,ORD-0F294AC5,PROD-F10DFED1,4,92.53,0.0,370.12
ITEM-0EBEFC08,ORD-0F294AC5,PROD-59E74AC3,2,59.14,5,112.37
ITEM-D8B79BC5,ORD-0F294AC5,PROD-97FA7D52,3,60.09,5,171.26
ITEM-512C9262,ORD-5F76952B,PROD-F54E29A3,3,1252.78,0.0,3758.34
ITEM-52AE74CA,ORD-5F76952B,PROD-EA0B207A,2,64.99,5,123.48
ITEM-2A032F42,ORD-5F76952B,PROD-0431A4BE,1,446.81,10,402.13
ITEM-468DDD1A,ORD-25D676C3,PROD-2B692296,1,57.08,0.0,57.08
ITEM-C369FCAE,ORD-4FE3D88D,PROD-F010BA2F,1,1391.25,0.0,1391.25
ITEM-FA0B645C,ORD-4FE3D88D,PROD-7F8AAD4F,5,277.19,0.0,1385.95
ITEM-F1C9728E,ORD-3FD8014D,PROD-850C46F3,2,580.04,0.0,1160.08
ITEM-A4F44EAB,ORD-E18B59AD,PROD-8A15D5AE,3,888.01,0.0,2664.03
ITEM-1D2B4ADA,ORD-E18B59AD,PROD-A767940F,2,20.09,0.0,40.18
ITEM-53343608,ORD-5D52DEE2,PROD-9190BD15,2,247.74,0.0,495.48
ITEM-B794FB28,ORD-5D52DEE2,PROD-C9395F2B,2,69.45,0.0,138.9
ITEM-9D5CA158,ORD-6B2385D8,PROD-F388FC8C,3,87.54,0.0,262.62
ITEM-BFC04F74,ORD-F521BC5A,PROD-DB1E4648,1,68.06,0.0,68.06
ITEM-446F5E67,ORD-F521BC5A,PROD-97FDA2F9,1,205.78,0.0,205.78
ITEM-CCF17586,ORD-E8B72063,PROD-D14AB91D,1,529.14,0.0,529.14
ITEM-9468F133,ORD-E8B72063,PROD-A5AD4138,1,170.39,25,127.79
ITEM-2E97F265,ORD-E8B72063,PROD-B2780D70,4,90.93,0.0,363.72
ITEM-21C603A3,ORD-257D7AD1,PROD-88D1702C,2,25.59,0.0,51.18
ITEM-35FDF3C8,ORD-257D7AD1,PROD-E17CC68E,1,18.26,0.0,18.26
ITEM-7E287665,ORD-257D7AD1,PROD-59E74AC3,2,59.14,10,106.45
ITEM-D9A7F6B2,ORD-FEE67E34,PROD-F010BA2F,1,1391.25,0.0,1391.25
ITEM-B48A7AC8,ORD-848B6A89,PROD-E17CC68E,3,18.26,15,46.56
ITEM-76D12A4D,ORD-A0BAC8EB,PROD-C9395F2B,4,69.45,20,222.24
ITEM-23A917D4,ORD-A0BAC8EB,PROD-A5464934,1,740.63,0.0,740.63
ITEM-12C117C6,ORD-EDD780F7,PROD-E306E605,3,1335.92,25,3005.82
ITEM-B93C28F5,ORD-EDD780F7,PROD-7F2B92E1,2,77.24,0.0,154.48
ITEM-7F01DBFF,ORD-09D183E5,PROD-EA0B207A,2,64.99,0.0,129.98
ITEM-97AC26A8,ORD-09D183E5,PROD-BB6E77BC,1,475.98,0.0,475.98
ITEM-A4E99CE0,ORD-09D183E5,PROD-7950F8D2,3,398.64,0.0,1195.92
ITEM-CBB95CEA,ORD-09D183E5,PROD-17AAC98F,4,44.5,0.0,178.0
ITEM-0ADE4600,ORD-09D183E5,PROD-F0A79D30,1,103.31,0.0,103.31
ITEM-71A139D9,ORD-AF464C3A,PROD-397C46BB,1,20.44,15,17.37
ITEM-5F61E7AE,ORD-AF464C3A,PROD-1E5E1765,2,82.04,0.0,164.08
ITEM-43D6E7FD,ORD-B30DA2BF,PROD-ADD3CCE8,1,140.55,0.0,140.55
ITEM-C7EF4CC2,ORD-FE237F29,PROD-EA0B207A,1,64.99,0.0,64.99
ITEM-C5573FE4,ORD-AC5AEB9E,PROD-2987CBBD,1,12.34,0.0,12.34
ITEM-4B38031E,ORD-AC5AEB9E,PROD-97FDA2F9,3,205.78,0.0,617.34
ITEM-C29CB9AF,ORD-AC5AEB9E,PROD-4104AA70,2,75.09,0.0,150.18
ITEM-D8DA9E46,ORD-AC5AEB9E,PROD-FF175AE2,1,213.32,0.0,213.32
ITEM-7C9B945E,ORD-F719001B,PROD-A767940F,2,20.09,0.0,40.18
ITEM-FBC4999E,ORD-F719001B,PROD-97FDA2F9,1,205.78,0.0,205.78
ITEM-B60B4B55,ORD-F719001B,PROD-8F93EED1,1,320.43,0.0,320.43
ITEM-57822DA0,ORD-F719001B,PROD-347ABD3E,5,23.45,10,105.53
ITEM-D89A27A7,ORD-F4EA5830,PROD-EF45688B,1,67.7,0.0,67.7
ITEM-7B9C65B1,ORD-5F7DC8A7,PROD-C9395F2B,1,69.45,0.0,69.45
ITEM-DEF505AF,ORD-5F7DC8A7,PROD-85FFB6E9,1,56.04,0.0,56.04
ITEM-9662CCAA,ORD-0322ECB4,PROD-F2FDE149,1,148.48,0.0,148.48
ITEM-FB1DB363,ORD-0322ECB4,PROD-B2780D70,1,90.93,0.0,90.93
ITEM-F5F02AFF,ORD-C3503E3D,PROD-78F57A58,2,67.3,0.0,134.6
ITEM-764304A0,ORD-C3503E3D,PROD-8A15D5AE,4,888.01,0.0,3552.04
ITEM-45BD1D24,ORD-C3503E3D,PROD-7F8AAD4F,2,277.19,0.0,554.38
ITEM-3262AC9E,ORD-DC50823A,PROD-7C426997,3,68.0,0.0,204.0
ITEM-C53B487B,ORD-F60E39B5,PROD-DFE64E7E,2,35.45,5,67.36
ITEM-BFCB3531,ORD-A7604565,PROD-5F07BD72,3,19.25,0.0,57.75
ITEM-51062E1C,ORD-A7604565,PROD-3C3FC714,4,9.31,0.0,37.24
ITEM-3208FB2A,ORD-B4758B76,PROD-EF45688B,2,67.7,0.0,135.4
ITEM-54719358,ORD-A0796587,PROD-FF175AE2,2,213.32,0.0,426.64
ITEM-A09C2853,ORD-7D41C202,PROD-B04A64B5,1,94.34,0.0,94.34
ITEM-58094168,ORD-83BD5C93,PROD-38D3278C,2,1451.92,20,2323.07
ITEM-11A3F0E4,ORD-AB1A98EA,PROD-7F2B92E1,3,77.24,5,220.13
ITEM-C484A3A7,ORD-AB1A98EA,PROD-97FDA2F9,1,205.78,0.0,205.78
ITEM-E32DC248,ORD-AB1A98EA,PROD-8F93EED1,2,320.43,0.0,640.86
ITEM-01ACC605,ORD-AB1A98EA,PROD-8A15D5AE,1,888.01,0.0,888.01
ITEM-866DDBA2,ORD-AB1A98EA,PROD-DB1E4648,4,68.06,0.0,272.24
ITEM-F9F5E4EF,ORD-0246F035,PROD-41AB2D84,2,50.22,0.0,100.44
ITEM-1CD20F8E,ORD-0246F035,PROD-7F8AAD4F,1,277.19,0.0,277.19
ITEM-AF1B5CC6,ORD-0246F035,PROD-B38720E3,5,1489.7,0.0,7448.5
ITEM-545D16FC,ORD-BED41B7A,PROD-59E74AC3,1,59.14,0.0,59.14
ITEM-548BDF6A,ORD-BED41B7A,PROD-850C46F3,1,580.04,0.0,580.04
ITEM-97C0ABFF,ORD-0C02D536,PROD-574EA830,3,725.49,0.0,2176.47
ITEM-5A4A483F,ORD-0C02D536,PROD-0431A4BE,1,446.81,0.0,446.81
ITEM-223933AA,ORD-74D22034,PROD-59E74AC3,1,59.14,0.0,59.14
ITEM-14A36D94,ORD-74D22034,PROD-F10DFED1,1,92.53,0.0,92.53
ITEM-41DF5FB9,ORD-03B113CD,PROD-8FCC0F14,2,840.6,0.0,1681.2
ITEM-E9FAF4F9,ORD-03B113CD,PROD-7F2B92E1,2,77.24,0.0,154.48
ITEM-EBEAB4EC,ORD-03B113CD,PROD-D14AB91D,1,529.14,15,449.77
ITEM-783A126D,ORD-03B113CD,PROD-B04A64B5,2,94.34,0.0,188.68
ITEM-853E0367,ORD-79772438,PROD-EA0B207A,1,64.99,0.0,64.99
ITEM-09D6B6DC,ORD-79772438,PROD-7950F8D2,1,398.64,0.0,398.64
ITEM-C5CA2633,ORD-CC86EA0C,PROD-E306E605,4,1335.92,0.0,5343.68
ITEM-2D00CD24,ORD-CC86EA0C,PROD-574EA830,4,725.49,0.0,2901.96
ITEM-6A842701,ORD-EE2E0F34,PROD-B664C69B,2,21.83,0.0,43.66
ITEM-3A39BC9B,ORD-83551F67,PROD-0B8CB446,1,150.81,0.0,150.81
ITEM-50893E7E,ORD-83551F67,PROD-3C3FC714,1,9.31,0.0,9.31
ITEM-C14F6496,ORD-11A23082,PROD-B2780D70,1,90.93,0.0,90.93
ITEM-811F6903,ORD-A3B11139,PROD-8FCC0F14,2,840.6,0.0,1681.2
ITEM-B815AC73,ORD-BC84EE73,PROD-59E74AC3,2,59.14,0.0,118.28
ITEM-9AAB0F1C,ORD-B8840E53,PROD-29E2831C,2,1170.09,25,1755.13
ITEM-C1102D62,ORD-53744749,PROD-B2780D70,4,90.93,0.0,363.72
ITEM-31CA31EA,ORD-53744749,PROD-084C7CF4,3,152.11,0.0,456.33
ITEM-38B37B7A,ORD-9C5E1E19,PROD-88D1702C,2,25.59,0.0,51.18
ITEM-B0524BDF,ORD-9C5E1E19,PROD-17AAC98F,3,44.5,25,100.12
ITEM-3A386CB5,ORD-A79B0FCD,PROD-ADD3CCE8,1,140.55,10,126.5
ITEM-7CE9EC44,ORD-AB43B1CC,PROD-F388FC8C,4,87.54,0.0,350.16
ITEM-F7986744,ORD-0A6070DC,PROD-7F8B4606,2,555.62,0.0,1111.24
ITEM-584A73EA,ORD-0A6070DC,PROD-2E29F89D,1,28.15,0.0,28.15
